time,robot_x,robot_y,robot_z,yaw,mode,obstacle_type,obstacle_x,obstacle_y,obstacle_z,target_x,target_y,target_z
22.528,-2.055106396250282,-3.0110111892692344,0.5752207869171868,-1.2612459800420706,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
23.04,-1.9144612578749127,-3.4823038906500123,0.5752229474092739,-1.2679428835721531,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
23.552,-1.771508368516628,-3.953601280575819,0.575229535323709,-1.2725691672326216,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
24.064,-1.6277927613398688,-4.42510773723864,0.5752237017426475,-1.2741008989164349,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
24.576,-1.4838175596909144,-4.896809358106674,0.5752176860507241,-1.2724668021096996,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
25.088,-1.3393980600866966,-5.368543354673427,0.5752254350193087,-1.2682553076673155,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
25.6,-1.1939979387430326,-5.840075527075742,0.5752284917224945,-1.2623571095158388,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
26.112000000000002,-1.0469957959104428,-6.311165310845259,0.5752217229469674,-1.2556054176481806,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
26.624000000000002,-0.8993557915672569,-6.777056726758739,0.5751681499189889,-1.248711516695495,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
27.136,-0.7615283990234418,-7.205475002873143,0.5751690291055016,-1.2426094264097176,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
27.648,-0.6417141564369364,-7.5729730675032,0.5752617901207723,-1.2381076219844052,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
28.16,-0.5420344339313483,-7.8752734791057515,0.5751592244044466,-1.2353347228965081,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
28.672,-0.46140687905565736,-8.117540256696827,0.57511632706864,-1.2332924240371992,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
29.184,-0.39734216489422336,-8.30855675839671,0.5752435675698543,-1.2302634054183168,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
29.696,-0.34695082074661804,-8.45772363639268,0.5752553502874812,-1.2255346605407722,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
30.208000000000002,-0.30770129879860175,-8.57307388692126,0.5751419618085599,-1.219597222426956,ARRIVED,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
30.72,-0.28005661488323047,-8.654210465163118,0.5751399302654562,-1.2148922869362362,ARRIVED,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
31.232,-0.26092539543619075,-8.710360200435138,0.5753505412797528,-1.2118615701138142,ARRIVED,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
31.744,-0.24764188228844825,-8.74934703809036,0.5752409720633013,-1.2098922609039873,ARRIVED,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
32.256,-0.23839760062504656,-8.776478814484275,0.5750747106765836,-1.2084931145654474,ARRIVED,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
