time,robot_x,robot_y,robot_z,yaw,mode,obstacle_type,obstacle_x,obstacle_y,obstacle_z,target_x,target_y,target_z
0.512,0.17868459264061798,7.626707205945611,0.7888922154955754,-1.5948670481769047,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
1.024,0.1755261511253782,7.502123883944523,0.64498840976728,-1.6003463431829408,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
1.536,0.16812399988504279,7.249249803353736,0.4571012938847583,-1.6076745812672513,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
2.048,0.15714240246893912,6.916620521960751,0.5660925492110027,-1.6092722485105768,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
2.56,0.14370681775553143,6.5315309453282016,0.6559099726474789,-1.6062658693898193,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
3.072,0.12897182689511932,6.110149765304885,0.6060124412594453,-1.6019248041309422,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
3.584,0.11397173025527502,5.665358292291278,0.5306532335741588,-1.5990635435802947,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
4.096,0.09941388962971708,5.206501498440432,0.5593376181700613,-1.596893536628222,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
4.6080000000000005,0.08560806884700994,4.737150923464469,0.6052001744075556,-1.593901996543476,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
5.12,0.07266886905767322,4.259491388732546,0.5810522996955887,-1.591479465948337,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
5.632,0.060582790212883056,3.7766470454891348,0.5570379061127729,-1.5913977402046637,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
6.144,0.04917026977824072,3.2906112327987698,0.5755231929153405,-1.5918528338412066,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
6.656000000000001,0.0381951755926463,2.8018585632295214,0.5844488365460059,-1.5913800003844656,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
7.168,0.02798938689822152,2.3352963051291376,0.5732416934332356,-1.5919871330649347,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
7.68,0.020625410665092575,1.9976303234430226,0.5714702270239944,-1.5916092265667625,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
8.192,0.01597952976912128,1.809646129682417,0.5767131532412484,-1.529775226023196,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
8.704,0.007088961868653155,1.779864569069814,0.5760742535927738,-1.3646120408419136,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
9.216000000000001,-0.021291554389082375,1.8611831463418056,0.5748459530889903,-1.1663353359357151,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
9.728,-0.07393735667771816,1.9968350356837792,0.5749557504301747,-1.0112636634002237,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
10.24,-0.15549059273800397,2.163761946023361,0.575715330995676,-1.0357731943317903,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
10.752,-0.2623868456322359,2.3668043753275634,0.5754397476955041,-1.1880446803265778,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
11.264,-0.372220659535638,2.599878655063028,0.574881487619486,-1.379539072278222,ESCAPE,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
11.776,-0.46494195365818136,2.8569888004669926,0.5752764830649939,-1.5778572049021475,AVOID,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
12.288,-0.5304664914733812,3.074501597945758,0.5752619564251782,-1.7387295809949364,AVOID,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
12.8,-0.5840351786827767,3.17696872946962,0.5753331756043907,-1.8804169394353454,AVOID,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
13.312000000000001,-0.6394916531401738,3.191027344627431,0.5750516023354308,-2.018907871044462,AVOID,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
13.824,-0.7048850403173371,3.145405516913862,0.575025403966588,-2.1601226734634116,AVOID,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
14.336,-0.7855855922039203,3.061335258675124,0.5752988907898664,-2.305804770406404,AVOID,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
14.848,-0.8852301468381285,2.955221363029087,0.5752461584931718,-2.4535203175490583,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
15.36,-1.017097304603323,2.8312176279606787,0.5751467339161839,-2.5182985444871573,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
15.872,-1.2487549912107652,2.640266039514933,0.5751493793850132,-2.3817560666400954,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
16.384,-1.5447186518490448,2.3754935963984734,0.5750976701746425,-2.1669515131345607,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
16.896,-1.844255168909296,2.045153719722954,0.5753591646108739,-1.9632898301582293,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
17.408,-2.109005030184104,1.6611663432591284,0.5753112021714519,-1.7867924990895114,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
17.92,-2.3193266018201695,1.2372232348289451,0.5751137899904957,-1.6388843943021427,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
18.432000000000002,-2.4680426694737267,0.7861520809434817,0.5751919022256088,-1.518485766952139,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
18.944,-2.5556978451894414,0.31859728702337253,0.5752942623858601,-1.4238612991232462,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
19.456,-2.587385121779713,-0.15740502117081318,0.575224719698178,-1.3529453824977298,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
19.968,-2.5706633870728104,-0.6363643147541963,0.5751837404973018,-1.3033261216600571,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
20.48,-2.5141678995240793,-1.1150071948749156,0.5752270724493292,-1.2721631219223153,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
20.992,-2.4266616565025365,-1.5918010404308436,0.5752374856201415,-1.2561708539546936,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
21.504,-2.3163766272632635,-2.0664251600082815,0.5752205083283104,-1.2516659976882116,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
22.016000000000002,-2.1905504821681974,-2.5392693787343905,0.5752204000231042,-1.254692139534571,GO,barrel,0.379553,0.0437297,0.76,0.0,-9.2393,0.710646
